episode,score,entropy,loss_actor,loss_critic,elapsed_s
107,10.0,0.6754584908485413,-0.0012587368255481124,0.001170245697721839,30.5
108,31.0,0.6750046014785767,-0.001536250114440918,0.0009322325349785388,30.9
109,14.0,0.6658722162246704,-0.0006521067698486149,0.0008479981916025281,31.1
110,13.0,0.673751175403595,-0.00012771441834047437,0.0006545240757986903,31.3
111,19.0,0.6615513563156128,-0.0011356347240507603,0.0008135863463394344,31.6
112,11.0,0.669710099697113,-0.0024028203915804625,0.0011534093646332622,31.7
113,12.0,0.6722806096076965,-0.001015596091747284,0.001197181292809546,31.9
114,17.0,0.6674057245254517,0.000536434818059206,0.0007114849868230522,32.1
115,20.0,0.6718273162841797,-5.342811164155137e-06,0.0005458110827021301,32.4
116,10.0,0.6750251650810242,-0.00017152428335975856,0.0007134592160582542,32.5
117,15.0,0.6687306761741638,-0.0002303322107763961,0.0005933719803579152,32.7
118,19.0,0.6617347002029419,-6.618938641622663e-05,0.0006016227998770773,33.0
119,9.0,0.6742135882377625,-0.0002933343348558992,0.0012775138020515442,33.1
120,18.0,0.6605143547058105,-0.0001001987184281461,0.0007209911709651351,33.3
121,17.0,0.6742681264877319,-0.00027567497454583645,0.0006229899590834975,33.5
122,14.0,0.6497809290885925,-0.00036828857264481485,0.00038037446211092174,33.7
123,17.0,0.6628479957580566,-5.92996075283736e-05,0.0007313463720493019,34.0
124,10.0,0.6756958365440369,-0.000390535598853603,0.0006254710606299341,34.1
125,12.0,0.6638617515563965,-0.0012008199701085687,0.00024358976224903017,34.3
126,20.0,0.6615845561027527,-2.1207331883488223e-05,0.000573971658013761,34.5
127,13.0,0.6654739379882812,-2.952493196062278e-05,0.0006089488742873073,34.7
128,11.0,0.6700534224510193,-0.0003778121608775109,0.0008123452425934374,34.9
129,17.0,0.664258599281311,-8.62654487718828e-05,0.0006683542742393911,35.1
130,21.0,0.688214123249054,0.1043466106057167,0.005453492049127817,35.4
131,11.0,0.6706584095954895,-0.000583551125600934,0.0005769697017967701,35.5
132,45.0,0.6862791776657104,-0.004908156581223011,0.0007318747229874134,36.1
133,21.0,0.6901789903640747,0.10291405022144318,0.005335792433470488,36.4
134,15.0,0.6585302352905273,-0.00071253179339692,0.00044066362897865474,36.7
135,14.0,0.6614548563957214,0.00032349888351745903,0.000698076153639704,36.9
136,15.0,0.6630752682685852,-0.000633110583294183,0.00048809274449013174,37.1
137,13.0,0.6661743521690369,-0.0006231184233911335,0.00037002653698436916,37.3
138,14.0,0.6719943284988403,-0.0010717256227508187,0.00019167926802765578,37.4
139,24.0,0.6894146800041199,-0.0011979639530181885,0.0010027928510680795,37.8
140,11.0,0.667780339717865,-0.0005257779848761857,0.00048617616994306445,37.9
141,18.0,0.6399021148681641,-0.0007821188773959875,0.00042545428732410073,38.2
142,14.0,0.6705474853515625,-0.0008399976068176329,0.0003882914315909147,38.3
143,17.0,0.6560728549957275,-0.0009484781767241657,0.0004293629608582705,38.6
144,17.0,0.6626249551773071,-0.00020738209423143417,0.00045953787048347294,38.8
145,15.0,0.6696094870567322,-0.00016402998880948871,0.0003906449710484594,38.9
146,32.0,0.6782296299934387,-0.0003635933098848909,0.00037305685691535473,39.4
147,14.0,0.6613370180130005,-0.00037491958937607706,0.0004730238579213619,39.5
148,15.0,0.6609505414962769,-0.0011007805587723851,0.000469834340037778,39.7
149,29.0,0.6927673816680908,-0.0007139179506339133,0.00022029128740541637,40.1
150,12.0,0.6722248196601868,-0.0004940778017044067,0.00034820777364075184,40.3
151,18.0,0.6626425981521606,0.00031981535721570253,0.0004321564920246601,40.5
152,12.0,0.6742684841156006,-0.00013121217489242554,0.00047132675535976887,40.7
153,16.0,0.656684398651123,-0.0006305798888206482,0.0004688771441578865,40.9
154,22.0,0.6916268467903137,-0.003928154706954956,0.001527769723907113,41.2
155,18.0,0.6585037708282471,-0.0008862879476509988,0.0003974030842073262,41.4
156,17.0,0.6611230969429016,0.000684001890476793,0.00039428737363778055,41.6
157,11.0,0.6602599024772644,-0.0004944097017869353,0.0005479531828314066,41.8
158,24.0,0.6927235722541809,-0.0018313229084014893,0.0008529304759576917,42.1
159,14.0,0.6549444198608398,-0.0011997775873169303,0.00042868099990300834,42.3
160,19.0,0.6728957295417786,-0.00019152541062794626,0.00036004272988066077,42.5
161,16.0,0.6548320651054382,-0.000536598265171051,0.000432417233241722,42.7
162,11.0,0.6680958271026611,-0.0012820904375985265,0.00023089763999450952,42.9
163,18.0,0.6717362999916077,-0.000374803930753842,0.00028164603281766176,43.1
164,14.0,0.6560925245285034,-0.0007521637598983943,0.00043827612535096705,43.3
165,10.0,0.6677125096321106,-0.00019803643226623535,0.00046539370669052005,43.4
166,12.0,0.662242591381073,-0.00025297203683294356,0.000466187484562397,43.6
167,20.0,0.6542047262191772,0.00012460649304557592,0.00038811174454167485,43.8
168,13.0,0.6763632297515869,-0.0007354445406235754,0.0003413939557503909,44.0
169,11.0,0.667519748210907,-0.0002153244859073311,0.000336871191393584,44.2
170,13.0,0.6708447933197021,-0.00019288979819975793,0.0003477420541457832,44.3
171,15.0,0.6619328856468201,-0.00013845761714037508,0.000329598638927564,44.5
172,11.0,0.6638949513435364,-0.0005413185572251678,0.0004337794962339103,44.7
173,23.0,0.6736897826194763,-0.00024310748267453164,0.00028134079184383154,45.0
174,17.0,0.672272264957428,-0.0006524149212054908,0.00032643903978168964,45.2
175,17.0,0.6569157242774963,-0.0007485221140086651,0.00033835723297670484,45.4
176,9.0,0.6768722534179688,-0.0007395877037197351,0.0004205003788229078,45.5
177,17.0,0.6623599529266357,-0.0002067299501504749,0.0005180743173696101,45.7
178,21.0,0.6833806037902832,0.07950635254383087,0.0031557069160044193,46.0
179,25.0,0.6916581988334656,-0.0012290000449866056,0.0002875483187381178,46.4
180,13.0,0.655082643032074,6.75962510285899e-05,0.0003677604836411774,46.6
181,14.0,0.6603389382362366,-0.0001467636611778289,0.0003079953894484788,46.7
182,19.0,0.6454426646232605,-0.00045902476995252073,0.0003562169731594622,47.0
183,14.0,0.6551364064216614,-0.0003249900764785707,0.0003036367706954479,47.2
184,13.0,0.6728149056434631,-4.723295569419861e-05,0.0003245268599130213,47.4
185,13.0,0.668140709400177,-0.00017069395107682794,0.0002474694629199803,47.5
186,11.0,0.6685742735862732,-0.00018277493654750288,0.00030464184237644076,47.7
187,31.0,0.6865113973617554,-0.0016842484474182129,0.00035051695886068046,48.2
188,11.0,0.6739850640296936,-0.00027353112818673253,0.00027521513402462006,48.3
189,21.0,0.6891837120056152,0.05679575726389885,0.0016127073904499412,48.6
190,17.0,0.6677818298339844,-0.00018433261720929295,0.0004409580142237246,48.9
191,16.0,0.6542525291442871,-0.00017718225717544556,0.000293163291644305,49.1
192,17.0,0.6330975294113159,-9.840025450102985e-05,0.0004024514346383512,49.3
193,17.0,0.6693086624145508,-0.00017793389270082116,0.000294668396236375,49.5
194,10.0,0.668549656867981,-0.0002549946366343647,0.0003009815118275583,49.7
195,17.0,0.6606976389884949,-0.0003285758721176535,0.0003444459871388972,49.9
196,16.0,0.6562449932098389,-0.0004533231258392334,0.00027612101985141635,50.2
197,9.0,0.6741102337837219,-0.00023687547945883125,0.00028703093994408846,50.3
198,43.0,0.6674275994300842,3.063678741455078e-05,0.0013688014587387443,50.9
199,35.0,0.6791947484016418,-0.00012245873222127557,0.0002544179151300341,51.5
200,49.0,0.6739954352378845,-0.0005390511360019445,0.0003262246900703758,52.1
201,13.0,0.6615319848060608,-0.0003795027732849121,0.00023262832837644964,52.3
202,9.0,0.6745705008506775,-0.001289102714508772,0.00027812636108137667,52.4
203,21.0,0.6910161375999451,0.06925657391548157,0.002412002068012953,52.7
204,18.0,0.6485115885734558,0.00018722150707617402,0.0002596302074380219,52.9
205,18.0,0.6416128277778625,-0.0002124143938999623,0.0002246042131446302,53.1
206,10.0,0.6769029498100281,-0.00020221472368575633,0.0003458296414464712,53.3
207,11.0,0.6712483763694763,-5.930120460106991e-05,0.00025125217507593334,53.4
208,14.0,0.6737094521522522,-0.000392396526876837,0.0002761902578640729,53.6
209,12.0,0.6591708064079285,-0.0009553830022923648,0.00020814449817407876,53.8
210,15.0,0.6742745041847229,-0.00029859543428756297,0.00032651834771968424,54.0
211,38.0,0.6520450115203857,-0.0005100369453430176,0.0002657788572832942,54.4
212,33.0,0.6874045133590698,-0.0006974273710511625,0.000481488648802042,54.8
213,26.0,0.687558650970459,-0.0009789714822545648,0.00025556201580911875,55.2
214,25.0,0.6915333867073059,-0.0010947466362267733,0.0004446060920599848,55.6
215,19.0,0.6682880520820618,-0.0007930052815936506,0.00025955194723792374,55.8
216,14.0,0.6748576164245605,0.00023646120098419487,0.0003568543470464647,56.0
217,18.0,0.664164662361145,-0.00018666518735699356,0.000260758533840999,56.3
218,20.0,0.6721240282058716,-0.00023578107357025146,0.00035900212242268026,56.5
219,13.0,0.6630524396896362,-0.0006094712298363447,0.0002052561321761459,56.7
220,20.0,0.6543624401092529,-0.0005982458824291825,0.00022770219948142767,57.0
221,27.0,0.692879855632782,-0.0008959089173004031,0.00028981242212466896,57.4
222,15.0,0.6739051938056946,-0.0010960593353956938,0.00025149655994027853,57.6
223,25.0,0.6902874112129211,-0.002085089683532715,0.00036787017597816885,57.9
224,15.0,0.6707584261894226,-0.0015285025583580136,0.00023441897064913064,58.1
225,15.0,0.6781089305877686,-0.0006898700958117843,0.0003459037689026445,58.3
226,14.0,0.6814061999320984,0.0005620536976493895,0.00038940078229643404,58.5
227,23.0,0.692669153213501,-0.004051422234624624,0.0006962755578570068,58.8
228,14.0,0.6653569340705872,-6.227408448467031e-05,0.00025377352721989155,59.0
229,16.0,0.6452975273132324,-0.00013519823551177979,0.00023952451010700315,59.2
230,16.0,0.6758092641830444,-0.000377848744392395,0.0002398174547124654,59.4
231,27.0,0.691135823726654,-0.002197265625,0.000287273753201589,59.9
232,12.0,0.6626407504081726,-0.002187182428315282,0.00022577786876354367,60.1
233,21.0,0.6859431862831116,0.049671076238155365,0.0012269584694877267,60.5
234,15.0,0.6747387051582336,-0.0005806555273011327,0.000179865732206963,60.7
235,17.0,0.6609461307525635,-0.0003818343684542924,0.00024600792676210403,61.0
236,37.0,0.686056911945343,-6.710781599394977e-05,0.00010719465353759006,61.6
237,11.0,0.669096827507019,-0.00041672858060337603,0.0001399501779815182,61.7
238,37.0,0.6864701509475708,0.00010607172589516267,8.470274769933894e-05,62.2
239,9.0,0.6723366379737854,-0.0005489256582222879,0.0001594838104210794,62.4
240,15.0,0.6433385014533997,-0.0004991292953491211,0.000203445422812365,62.6
241,26.0,0.6919893622398376,-0.0015157610177993774,0.00019170960877090693,62.9
242,27.0,0.6888642907142639,-0.0030889681074768305,0.0008627204224467278,63.3
243,25.0,0.6923734545707703,-0.0018659352790564299,0.00033159219310618937,63.6
244,81.0,0.6864334940910339,0.029860639944672585,0.0004448090912774205,64.7
245,19.0,0.669135332107544,-0.00017949154425878078,0.00019622489344328642,64.9
246,12.0,0.6636386513710022,-0.003009982407093048,0.0002288192044943571,65.1
247,10.0,0.6673563122749329,0.0003478586731944233,0.00021866205497644842,65.3
248,16.0,0.6553851962089539,3.116577863693237e-05,0.0001483310479670763,65.5
249,11.0,0.6666488647460938,-0.0005586309707723558,0.0002337070764042437,65.6
250,13.0,0.6490768790245056,-0.0001598711241967976,0.00021242241200525314,65.8
251,24.0,0.6877487897872925,-0.0004982352256774902,0.0005961894057691097,66.1
252,12.0,0.6731885075569153,-0.00013697643589694053,0.00030611216789111495,66.2
253,14.0,0.6551049947738647,-0.0006090833921916783,0.00016266663442365825,66.4
254,16.0,0.6651071906089783,-0.0005947723984718323,0.0003244214167352766,66.7
255,27.0,0.6917275190353394,-0.00028075490263290703,0.0002255190338473767,67.1
256,14.0,0.6584323048591614,-0.0009366859449073672,0.00023651294759474695,67.3
257,21.0,0.6791410446166992,0.004864974413067102,1.1786351024056785e-05,67.6
258,16.0,0.6692835092544556,5.192309617996216e-05,0.0002234934363514185,67.9
259,21.0,0.6884331703186035,0.040862273424863815,0.0008358071791008115,68.3
260,14.0,0.6710925698280334,-0.0005083329160697758,0.00022618671937379986,68.5
261,15.0,0.6710675358772278,-6.369699985953048e-05,0.0003677998611237854,68.7
262,24.0,0.691352367401123,-0.0015941262245178223,0.0007835066644474864,69.0
263,26.0,0.6783995032310486,-0.0003024885954800993,0.0016367760254070163,69.4
264,20.0,0.6430333256721497,0.00010897219181060791,0.00018718818319030106,69.6
265,21.0,0.6926751136779785,0.0512985922396183,0.0013248940231278539,69.9
266,9.0,0.6707825064659119,5.355808389140293e-05,0.00017222733004018664,70.0
267,15.0,0.6543466448783875,-0.00031810998916625977,0.00022801644809078425,70.2
268,14.0,0.6802079081535339,-0.0001944058749359101,0.00027297070482745767,70.4
269,18.0,0.6455692648887634,-0.00032679238938726485,0.00016159754886757582,70.7
270,20.0,0.6397815346717834,-0.0010229736799374223,0.00018690449360292405,70.9
271,16.0,0.6493204236030579,-0.00024070590734481812,0.0002510941412765533,71.1
272,33.0,0.6768999695777893,-0.0015746813733130693,0.0003447571361903101,71.5
273,33.0,0.6706977486610413,-0.00022234380594454706,0.0002021424297709018,72.0
274,23.0,0.689801037311554,-0.0029988985043019056,0.0005747845862060785,72.3
275,27.0,0.676223874092102,0.00017653405666351318,0.00045109144411981106,72.7
276,21.0,0.6877231597900391,0.04989894479513168,0.0012392718344926834,73.0
277,12.0,0.6658873558044434,-0.0007912479341030121,0.0002874868514481932,73.2
278,22.0,0.6750572323799133,0.00011229515075683594,0.0011831175070255995,73.5
279,16.0,0.663547694683075,3.516674041748047e-05,0.00032468722201883793,73.7
280,11.0,0.6685104966163635,-0.000631581642664969,0.0002208180376328528,73.8
281,20.0,0.6773515939712524,-0.0003804743173532188,0.00016407782095484436,74.1
282,13.0,0.6665807962417603,-0.0005211876123212278,0.00016604718985036016,74.3
283,15.0,0.6705471277236938,-0.0009414057130925357,0.00018363624985795468,74.5
284,17.0,0.6548203229904175,-0.00118566257879138,0.00021356703655328602,74.7
285,14.0,0.6795956492424011,-0.00034636579221114516,0.0003439133579377085,74.8
286,13.0,0.6606019735336304,-0.00047392197302542627,0.00011335649469401687,75.0
287,40.0,0.687461256980896,4.4283271563472226e-05,0.00015772468759678304,75.5
288,31.0,0.6863595843315125,-0.00042447177111171186,0.0001195646109408699,75.9
289,19.0,0.6645124554634094,-0.0003970485122408718,0.0001991504686884582,76.2
290,17.0,0.6514962315559387,1.7671023670118302e-05,0.00015404816076625139,76.4
291,12.0,0.6649404764175415,-0.0009038050775416195,0.00011527840979397297,76.5
292,14.0,0.6401404738426208,-4.439268741407432e-05,0.00024445774033665657,76.7
293,18.0,0.6084225177764893,4.205438744975254e-05,0.00031681370455771685,76.9
294,15.0,0.6631919741630554,1.1741866728698369e-05,0.00034262004191987216,77.1
295,12.0,0.6615026593208313,-0.0008310775156132877,0.0001707062911009416,77.3
296,25.0,0.6588937640190125,-0.00558240432292223,0.000184954289579764,77.6
297,18.0,0.6486133337020874,-0.0025594765320420265,0.00016930405399762094,77.8
298,12.0,0.6475560069084167,-0.0029449190478771925,9.265376138500869e-05,78.0
299,14.0,0.6587441563606262,-9.462237358093262e-05,0.0002771253348328173,78.2
300,22.0,0.6914798021316528,9.304285049438477e-05,0.0003316571528557688,78.5
301,17.0,0.6376765370368958,-0.0006433935486711562,0.0001790901442291215,78.8
302,15.0,0.6756493449211121,-0.00046324182767421007,0.00021159341849852353,79.0
303,15.0,0.6679840087890625,-0.0014261022442951798,0.00015453106607310474,79.2
304,22.0,0.6915899515151978,5.5789947509765625e-05,0.00029181543504819274,79.5
305,18.0,0.6590235829353333,-0.0004759629664476961,0.00025116774486377835,79.8
306,21.0,0.6378189921379089,0.027764586731791496,0.00038476381450891495,80.1
307,19.0,0.6751909255981445,-0.0001998010411625728,0.0002148355997633189,80.3
308,24.0,0.6922194957733154,-0.0006202459335327148,0.00011832687596324831,80.7
309,16.0,0.6624268293380737,-0.0003028661012649536,0.00020930432947352529,80.9
310,40.0,0.6491965651512146,-0.000331161922076717,0.00022576391347683966,81.4
311,32.0,0.6848611235618591,-0.0004255659878253937,0.0008058466482907534,81.8
312,20.0,0.6750910878181458,-0.00013047605170868337,0.0002457447408232838,82.1
313,27.0,0.6762003302574158,-0.0011973039945587516,0.0002294393052579835,82.5
314,13.0,0.6419850587844849,-0.00033308909041807055,0.00022170209558680654,82.7
315,24.0,0.6432240009307861,-0.004549304023385048,0.0003837531548924744,83.0
316,13.0,0.6675023436546326,3.0650542612420395e-05,0.00032901650411076844,83.2
317,13.0,0.6664542555809021,-0.00015306301065720618,0.000380219251383096,83.4
318,13.0,0.6636883616447449,-0.0013966746628284454,0.00037430785596370697,83.6
319,17.0,0.6208018660545349,0.0003090535756200552,0.0002003145928028971,83.9
320,23.0,0.6698805689811707,-2.4596849470981397e-05,0.0006129571702331305,84.3
321,18.0,0.6330442428588867,-0.00046233998727984726,0.0002966729225590825,84.5
322,31.0,0.6799258589744568,-0.0002646229404490441,0.00018712649762164801,85.0
323,17.0,0.6364191770553589,-3.0026716558495536e-05,0.0003078195732086897,85.2
324,17.0,0.6165411472320557,-0.001048943609930575,0.00017720702453516424,85.4
325,13.0,0.6456063985824585,-0.0005338696064427495,0.00023142268764786422,85.6
326,13.0,0.6414687633514404,-0.0012681072112172842,0.00015854620141908526,85.8
327,14.0,0.6471268534660339,-0.000593217380810529,0.00029570283368229866,86.0
328,18.0,0.6674886345863342,0.0002124855964211747,0.0002708375104703009,86.2
329,24.0,0.6699815988540649,-8.13901424407959e-05,0.00033752454328350723,86.6
330,12.0,0.6481462121009827,-0.00010769814252853394,0.00031437916914001107,86.8
331,22.0,0.6246176362037659,-0.005544126033782959,0.00023281188623514026,87.1
332,13.0,0.6424766778945923,-0.0026639928109943867,0.0001582949043950066,87.3
333,15.0,0.642357587814331,0.00030912956572137773,0.0002630850358400494,87.5
334,18.0,0.632559061050415,-0.0005534489755518734,0.00026122579583898187,87.7
335,16.0,0.6266931295394897,-0.000533565878868103,0.00013355055125430226,87.9
336,17.0,0.6695317625999451,0.0001811560505302623,0.00020801753271371126,88.1
337,16.0,0.6368699073791504,-0.0005251318216323853,0.0003466248163022101,88.4
338,26.0,0.6287497878074646,-0.0005933542852289975,0.0005240159225650132,88.8
339,23.0,0.674602210521698,-0.005957504268735647,0.00030317786149680614,89.2
340,59.0,0.6563608646392822,0.0004947812994942069,0.00016154158220160753,90.0
341,15.0,0.6488985419273376,-0.0005238348967395723,0.0003808982437476516,90.2
342,37.0,0.6711161136627197,-0.0005077123641967773,0.00018124406051356345,90.7
343,22.0,0.6847333908081055,0.0002747774124145508,0.0018473517848178744,91.1
344,18.0,0.6702925562858582,-5.378325658966787e-05,0.00013211641635280102,91.4
345,17.0,0.6554937958717346,-7.661124982405454e-05,0.00028726260643452406,91.6
346,36.0,0.6786155700683594,-9.459257125854492e-05,0.00010201100667472929,92.1
347,32.0,0.6737772822380066,-0.0006358996033668518,0.00011276549776084721,92.5
348,19.0,0.6695892214775085,-0.00021185059449635446,0.00015786151925567538,92.7
349,16.0,0.6251941919326782,3.7729740142822266e-05,0.0003912783577106893,93.0
350,15.0,0.6243174076080322,-0.00033379593514837325,0.00012288818834349513,93.2
351,42.0,0.6423039436340332,-0.00025218725204467773,0.0002958876430056989,93.8
352,14.0,0.6441407799720764,-0.0010719320271164179,0.00014846220437902957,94.0
